target_id,rel_name,k12_name,k12_accession_1,k12_accession_2,rel_product,k12_product,rel_pathways,k12_pathways,rel_reactions,k12_reactions,rel_url,k12_url
ECB_04214,hsdS,hsdS,b4348,ECK4338,<I>Eco</I>KI restriction-modification system,<I>Eco</I>KI restriction-modification system,NA,NA,3.1.21.3-RXN,3.1.21.3-RXN,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-4476,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10460
ECB_02158,ubiG,ubiG,b2232,ECK2224,Ubi complex,Ubi complex,"superpathway of chorismate metabolism"" // ""superpathway of ubiquinol-8 biosynthesis (prokaryotic)"" // ""ubiquinol-8 biosynthesis (prokaryotic)","superpathway of chorismate metabolism"" // ""superpathway of ubiquinol-8 biosynthesis (prokaryotic)"" // ""ubiquinol-8 biosynthesis (prokaryotic)","2-octaprenyl-6-hydroxyphenyl methylase"" // ""3-demethylubiquinone-8 3-O-methyltransferase","DHHB-METHYLTRANSFER-RXN // ""2-octaprenyl-6-hydroxyphenyl methylase""",HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2366,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11143
ECB_00652,kdpD,kdpD,b0695,ECK0683,KdpD,sensory histidine kinase KdpD,NA,"KdpDE Two-Component Signal Transduction System, potassium-dependent",NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-843,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10516
ECB_00100,mutT,mutT,b0099,ECK0100,8-oxo-dGTP diphosphatase,8-oxo-dGTP diphosphatase,NA,NA,"RXN-11397 // RXN-12816 // ""8-oxo-guanine diphosphate phosphatase"" // ""8-oxo-dGTP diphosphatase""",RXN-14002 // RXN-12816 // RXN-11397 // RXN-11396,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-278,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10626
ECB_02981,tdcE,pflB,b0903,ECK0894,2-ketobutyrate formate-lyase/pyruvate formate-lyase 4,pyruvate formate-lyase (inactive),NA,"mixed acid fermentation"" // ""superpathway of L-threonine metabolism"" // ""L-threonine degradation I",NA,PYRUVFORMLY-RXN // KETOBUTFORMLY-RXN,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3207,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10701
ECB_03369,yhjC,yhjC,b3521,ECK3506,predicted DNA-binding transcriptional regulator,putative DNA-binding transcriptional regulator YhjC,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3603,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12247
ECB_01199,narL,narL,b1221,ECK1215,DNA-binding transcriptional dual regulator NarL,Phosphorylated DNA-binding transcriptional dual regulator NarL,NA,"NarQ Two-Component Signal Transduction System, nitrate dependent"" // ""NarX Two-Component Signal Transduction System, nitrate dependent",NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1399,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10643
ECB_03789,rhaA,rhaA,b3903,ECK3896,L-rhamnose isomerase,L-rhamnose isomerase,"L-lyxose degradation"" // ""superpathway of fucose and rhamnose degradation"" // ""L-rhamnose degradation I","superpathway of fucose and rhamnose degradation"" // ""L-rhamnose degradation I"" // ""L-lyxose degradation",LYXISOM-RXN // RHAMNISOM-RXN,RHAMNISOM-RXN // LYXISOM-RXN,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-4038,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11867
ECB_01686,rpmI,rpmI,b1717,ECK1715,ribosome,ribosome,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1886,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11231
ECB_04197,iadA,iadA,b4328,ECK4319,isoaspartyl dipeptidase,isoaspartyl dipeptidase,NA,NA,RXN0-3241,RXN0-3241,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-4459,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7925
ECB_02139,alkB,alkB,b2212,ECK2204,DNA oxidative demethylase,DNA oxidative demethylase,NA,NA,RXN0-986 // RXN-18737 // RXN-18738 // RXN0-7275 // RXN0-7280 // RXN-18739,RXN-18737 // RXN-18738 // RXN0-986 // RXN0-7275 // RXN0-7280 // RXN-18739,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2347,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10037
ECB_00632,umpH,umpH,b0675,ECK0663,UMP phosphatase,UMP phosphatase,"adenosine nucleotides degradation II"" // ""guanosine nucleotides degradation III","guanosine nucleotides degradation III"" // ""adenosine nucleotides degradation II","RXN-7609 // RXN-7607 // ""AMP-5'-nucleotidase"" // RXN-14025 // RXN-14026 // 5-NUCLEOTID-RXN",RXN-14025 // RXN-14026 // AMP-DEPHOSPHORYLATION-RXN // RXN-7607 // RXN-7609 // 5-NUCLEOTID-RXN,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-823,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10634
ECB_02543,gshA,gshA,b2688,ECK2683,glutamate&mdash;cysteine ligase,glutamate&mdash;cysteine ligase,glutathione biosynthesis,glutathione biosynthesis,GLUTCYSLIG-RXN,GLUTCYSLIG-RXN,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2760,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10418
ECB_02960,uxaA,uxaA,b3091,ECK3082,GCQD-3186-MONOMER,ALTRODEHYDRAT-MONOMER,"superpathway of hexuronide and hexuronate degradation"" // ""D-galacturonate degradation I","superpathway of hexuronide and hexuronate degradation"" // ""D-galacturonate degradation I",ALTRODEHYDRAT-RXN,ALTRODEHYDRAT-RXN,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3186,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12734
ECB_03355,dctR,dctR,b3507,ECK3491,putative DNA-binding transcriptional regulator DctR,putative DNA-binding transcriptional regulator DctR,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3589,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11889
ECB_03771,yihY,yihY,b3886,ECK3879,predicted inner membrane protein,PF03631 family membrane protein YihY,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-4020,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11851
ECB_01667,ydiR,ydiR,b1698,ECK1696,putative subunit of YdiQ-YdiR flavoprotein,putative electron transfer flavoprotein subunit YdiR,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1867,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6921
ECB_04180,insB-1,insB9,b4710,ECK4567,IS1 protein InsB,IS1 transposase B,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-4442,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-16637
ECB_02124,ccmE,ccmE,b2197,ECK2189,"heme trafficking system CcmABCDE"" // ""holocytochrome <I>c</I> synthetase","heme trafficking system CcmABCDE"" // ""holocytochrome <I>c</I> synthetase",NA,NA,TRANS-RXN0-162,TRANS-RXN0-162,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2332,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12055
ECB_00610,lptE,lptE,b0641,ECK0634,lipopolysaccharide transport system,lipopolysaccharide transport system,NA,NA,TRANS-RXN-237,TRANS-RXN-237,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-795,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10855
ECB_02526,alaE,alaE,b2670,ECK2664,GCQD-2743-MONOMER,NA,NA,NA,TRANS-RXN0-469,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2743,NA
ECB_00139,yadV,yadV,b0140,ECK0139,putative fimbrial chaperone YadV,putative fimbrial chaperone YadV,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-317,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11973
ECB_03337,yhiI,yhiI,b3487,ECK3472,predicted HlyD family secretion protein,putative membrane fusion protein YhiI,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3571,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12224
ECB_01163,ycgB,ycgB,b1188,ECK1176,conserved protein,PF04293 family protein YcgB,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1363,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11516
ECB_03757,yihL,yihL,b3872,ECK3865,YihL putative transcriptional regulator,putative transcriptional regulator YihL,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-4006,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11838
ECB_01648,sufE,sufE,b1679,ECK1675,sulfur carrier protein SufE,sulfur carrier protein SufE,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1848,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6905
ECB_04160,insA-7,insA-7,b4294,ECK0023,KpLE2 phage-like element; IS1 repressor protein InsA,KpLE2 phage-like element; IS1 repressor protein InsA,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-4423,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7908
ECB_00592,pagP,pagP,b0622,ECK0615,Lipid A palmitoyltransferase,Lipid A palmitoyltransferase,NA,NA,RXN-20916 // RXN-20915 // RXN-20914 // RXN-20913 // RXN-20918 // RXN-20919,RXN-20916 // RXN-20915 // RXN-20914 // RXN-20913 // RXN-20918 // RXN-20919,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-777,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12180
ECB_02509,ECB_02509,intA,b2622,ECK2618,Fels-2 prophage protein,CP4-57 prophage; integrase IntA,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2726,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11783
ECB_02928,folB,folB,b3058,ECK3048,dihydroneopterin aldolase,dihydroneopterin aldolase,"superpathway of chorismate metabolism"" // ""superpathway of tetrahydrofolate biosynthesis"" // ""6-hydroxymethyl-dihydropterin diphosphate biosynthesis I","superpathway of chorismate metabolism"" // ""superpathway of tetrahydrofolate biosynthesis"" // ""6-hydroxymethyl-dihydropterin diphosphate biosynthesis I",RXN-10856 // H2NEOPTERINALDOL-RXN,H2NEOPTERINALDOL-RXN // RXN-10856,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3153,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11673
ECB_03319,tusA,tusA,b3470,ECK3454,sulfur transfer protein TusA,sulfur transfer protein TusA,NA,tRNA-uridine 2-thiolation and selenation (bacteria),RXN-18707,RXN-18707,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3553,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12216
ECB_01129,purB,purB,b1131,ECK1117,adenylosuccinate lyase,adenylosuccinate lyase,"superpathway of adenosine nucleotides <i>de novo</i> biosynthesis II"" // ""adenosine ribonucleotides <i>de novo</i> biosynthesis"" // ""superpathway of histidine, purine, and pyrimidine biosynthesis"" // ""superpathway of purine nucleotides <i>de novo</i> biosynthesis II"" // ""inosine-5'-phosphate biosynthesis I","superpathway of adenosine nucleotides <i>de novo</i> biosynthesis II"" // ""adenosine ribonucleotides <i>de novo</i> biosynthesis"" // ""superpathway of histidine, purine, and pyrimidine biosynthesis"" // ""superpathway of purine nucleotides <i>de novo</i> biosynthesis II"" // ""inosine-5'-phosphate biosynthesis I",AMPSYN-RXN // AICARSYN-RXN,AMPSYN-RXN // AICARSYN-RXN,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1329,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11314
ECB_03738,pepQ,pepQ,b3847,ECK3839,Xaa-Pro dipeptidase,Xaa-Pro dipeptidase,NA,NA,3.4.13.9-RXN,3.4.13.9-RXN,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3982,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10698
ECB_01625,mepH,mepH,b1655,ECK1651,GCQD-1823-MONOMER,G6892-MONOMER,NA,NA,RXN0-3461,RXN0-3461,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1823,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6892
ECB_04135,ahr,ahr,b4269,ECK4262,"aldehyde reductase, NADPH-dependent","aldehyde reductase, NADPH-dependent",NA,NA,"RXN-15743 // RXN-15744 // ""4-nitrobenzaldehyde reductase"" // ALCOHOL-DEHYDROGENASE-NADPORNOP+-RXN",RXN-15743 // RXN-15744 // RXN0-5141 // ALCOHOL-DEHYDROGENASE-NADPORNOP+-RXN,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-4398,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11436
ECB_02088,nfo,nfo,b2159,ECK2152,endonuclease IV,endonuclease IV,NA,NA,3.1.21.2-RXN,3.1.21.2-RXN,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2295,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10651
ECB_00576,uspG,uspG,b0607,ECK0601,universal stress protein G,universal stress protein G,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-761,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6334
ECB_02489,tyrA,tyrA,b2600,ECK2597,fused chorismate mutase/prephenate dehydrogenase,fused chorismate mutase/prephenate dehydrogenase,"superpathway of phenylalanine biosynthesis"" // ""superpathway of phenylalanine, tyrosine, and tryptophan biosynthesis"" // ""superpathway of chorismate metabolism"" // ""phenylalanine biosynthesis I"" // ""tyrosine biosynthesis I","L-phenylalanine biosynthesis I"" // ""superpathway of chorismate metabolism"" // ""superpathway of aromatic amino acid biosynthesis"" // ""L-tyrosine biosynthesis I",PREPHENATEDEHYDROG-RXN // CHORISMATEMUT-RXN,CHORISMATEMUT-RXN // PREPHENATEDEHYDROG-RXN,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2706,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11039
ECB_01111,ycfT,ycfT,b1115,ECK1101,putative transport protein,inner membrane protein YcfT,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1312,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6572
ECB_03718,udp,udp,b3831,ECK3825,uridine phosphorylase,uridine phosphorylase,"salvage pathways of pyrimidine ribonucleotides"" // ""pyrimidine ribonucleosides degradation","pyrimidine ribonucleosides degradation"" // ""salvage pathways of pyrimidine ribonucleotides",URPHOS-RXN,URPHOS-RXN,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3962,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11045
ECB_01609,mliC,mliC,b1639,ECK1635,"inhibitor of c-type lysozyme, putative lipoprotein","inhibitor of c-type lysozyme, putative lipoprotein",NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1807,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11488
ECB_04117,bdcR,bdcR,b4251,ECK4244,putative transcriptional regulator BdcR,putative transcriptional regulator BdcR,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-4380,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7882
ECB_02072,cdd,cdd,b2143,ECK2136,cytidine/deoxycytidine deaminase,cytidine/deoxycytidine deaminase,"superpathway of pyrimidine deoxyribonucleosides degradation"" // ""salvage pathways of pyrimidine deoxyribonucleotides"" // ""pyrimidine deoxyribonucleosides degradation"" // ""salvage pathways of pyrimidine ribonucleotides"" // ""pyrimidine ribonucleosides salvage II"" // ""pyrimidine ribonucleosides degradation","superpathway of pyrimidine ribonucleosides salvage"" // ""pyrimidine ribonucleosides degradation"" // ""salvage pathways of pyrimidine ribonucleotides"" // ""pyrimidine ribonucleosides salvage II"" // ""pyrimidine ribonucleosides salvage I"" // ""superpathway of pyrimidine deoxyribonucleosides degradation"" // ""salvage pathways of pyrimidine deoxyribonucleotides"" // ""pyrimidine deoxyribonucleosides degradation",CYTIDEAM-RXN // CYTIDEAM2-RXN,CYTIDEAM2-RXN // CYTIDEAM-RXN,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2279,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10137
ECB_02891,parC,parC,b3019,ECK3010,DNA topoisomerase IV,DNA topoisomerase IV,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3116,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10686
ECB_03283,glgX,glgX,b3431,ECK3417,GCQD-3517-MONOMER,EG10381-MONOMER,glycogen degradation I,glycogen degradation I,RXN0-5146,RXN0-5146,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3517,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10381
ECB_01089,fabG,fabG,b1093,ECK1079,NA,3-oxoacyl-[acyl-carrier-protein] reductase FabG,NA,"<i>cis</i>-vaccenate biosynthesis"" // ""fatty acid elongation -- saturated"" // ""superpathway of fatty acid biosynthesis I (E. coli)"" // ""(5Z)-dodecenoate biosynthesis I"" // ""superpathway of unsaturated fatty acids biosynthesis (<i>E. coli</i>)"" // ""palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)"" // ""biotin biosynthesis I"" // ""8-amino-7-oxononanoate biosynthesis I"" // ""palmitate biosynthesis II (bacteria and plant cytoplasm)",NA,"3-hydroxyhexanoyl-[acyl-carrier protein] reductase"" // ""3-oxo-palmitoyl-[acyl-carrier protein] reductase"" // ""3-oxo-octanoyl-[acyl-carrier protein] reductase"" // ""3-oxo-<i>cis</i>-vaccenoyl-[acyl-carrier protein] reductase"" // ""3-oxo-meristoyl-[acyl-carrier protein] reductase"" // ""3-oxo-dodecanoyl-[acyl-carrier protein] reductase"" // ""3-oxo-decanoyl-[acyl-carrier protein] reductase"" // 3-OXOACYL-ACP-REDUCT-RXN // RXN0-2142 // RXN-10655 // RXN-10659 // RXN-11480 // ""3-oxo-glutaryl-[acp] methyl ester reductase"" // ""acetoacetyl-[acyl-carrier protein] reductase",NA,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11318
ECB_03697,yigG,yigG,b3818,ECK3812,putative inner membrane protein,inner membrane protein,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3941,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11465
ECB_01594,blr,blr,b4409,ECK1620,&beta;-lactam resistance protein,&beta;-lactam resistance protein,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1792,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-9561
ECB_02054,btsR,btsR,b2125,ECK2117,DNA-binding transcriptional activator BtsR,Phosphorylated DNA-binding transcriptional activator BtsR,NA,BtsSR Two-Component Signal Transduction System,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2261,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12006
ECB_02457,acpS,acpS,b2563,ECK2561,holo-[acyl-carrier-protein] synthase,holo-[acyl-carrier-protein] synthase,acyl carrier protein metabolism I,"superpathway of chorismate metabolism"" // ""enterobactin biosynthesis"" // ""acyl carrier protein metabolism",HOLO-ACP-SYNTH-RXN,ENTDB-RXN // HOLO-ACP-SYNTH-RXN,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2670,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10247
ECB_02872,hybA,hybA,b2996,ECK2990,hydrogenase 2 protein HybA,hydrogenase 2,NA,"hydrogen to fumarate electron transfer"" // ""hydrogen to trimethylamine N-oxide electron transfer"" // ""hydrogen to dimethyl sulfoxide electron transfer",menaquinone hydrogenase (acceptor),hydrogen:menaquinone oxidoreductase,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3097,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11799
ECB_00172,uppS,uppS,b0174,ECK0173,"<i>ditrans,polycis</i>-undecaprenyl-diphosphate synthase [(2<i>E</i>,6<i>E</i>)-farnesyl-diphosphate specific]","<i>ditrans,polycis</i>-undecaprenyl-diphosphate synthase [(2<i>E</i>,6<i>E</i>)-farnesyl-diphosphate specific]","polyisoprenoid biosynthesis (<i>E. coli</i>)"" // ""di-<i>trans</i>,poly-<i>cis</i>-undecaprenyl phosphate biosynthesis","polyisoprenoid biosynthesis (<i>E. coli</i>)"" // ""di-<i>trans</i>,poly-<i>cis</i>-undecaprenyl phosphate biosynthesis",RXN-8999,RXN-8999,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-350,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6092
ECB_01071,flgD,flgD,b1075,ECK1060,"flagellar biosynthesis, initiation of hook assembly","flagellar biosynthesis, initiation of hook assembly",NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1272,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G360
ECB_03676,aslA,aslA,b3801,ECK3794,GCQD-3920-MONOMER,putative sulfatase AslA,NA,NA,ARYLSULFAT-RXN,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3920,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10089
ECB_01577,rstA,rstA,b1608,ECK1603,DNA-binding transcriptional regulator RstA,Phosphorylated DNA-binding transcriptional regulator RstA,NA,RstBA Two-Component Signal Transduction System,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1775,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6864
ECB_04081,ytfE,ytfE,b4209,ECK4205,iron-sulfur cluster repair protein YtfE,iron-sulfur cluster repair protein YtfE,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-4346,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7866
ECB_00506,essD,essD,b0554,ECK0545,DLP12 prophage; predicted phage lysis protein,DLP12 prophage; putative phage lysis protein,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-692,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6309
ECB_02848,glcD,glcD,b2979,ECK2974,glycolate dehydrogenase,glycolate dehydrogenase,"superpathway of glycol metabolism and degradation"" // ""glycolate and glyoxylate degradation I"" // ""glycolate and glyoxylate degradation II","superpathway of glycol metabolism and degradation"" // ""glycolate and glyoxylate degradation II"" // ""glycolate and glyoxylate degradation I",GLYCOLATEDEHYDRO-RXN // RXN0-7229,GLYCOLATEDEHYDRO-RXN // RXN0-7229,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3073,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7545
ECB_03250,igaA,igaA,b3398,ECK3385,inner membrane protein IgaA,inner membrane protein IgaA,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3484,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7741
ECB_01050,lpxL,lpxL,b1054,ECK1039,GCQD-1251-MONOMER,LAUROYLACYLTRAN-MONOMER,"superpathway of lipopolysaccharide biosynthesis"" // ""(KDO)<sub>2</sub>-lipid A biosynthesis I"" // ""superpathway of (KDO)<SUB>2</SUB>-lipid A biosynthesis","superpathway of lipopolysaccharide biosynthesis"" // ""superpathway of (Kdo)<SUB>2</SUB>-lipid A biosynthesis"" // ""(Kdo)<sub>2</sub>-lipid A biosynthesis I (E. coli)",LAUROYLACYLTRAN-RXN,LAUROYLACYLTRAN-RXN,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1251,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10464
ECB_03662,rfe,rfe,b3784,ECK3776,UDP-<i>N</i>-acetylglucosamine&mdash;undecaprenyl-phosphate <i>N</i>-acetylglucosaminephosphotransferase,UDP-<i>N</i>-acetylglucosamine&mdash;undecaprenyl-phosphate <i>N</i>-acetylglucosaminephosphotransferase,enterobacterial common antigen biosynthesis,enterobacterial common antigen biosynthesis,GLCNACPTRANS-RXN,GLCNACPTRANS-RXN,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3902,HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10840
ECB_01560,dmsD,dmsD,b1591,ECK1586,redox enzyme maturation protein DmsD,redox enzyme maturation protein DmsD,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1758,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6849
ECB_04063,ulaD,ulaD,b4196,ECK4192,3-keto-L-gulonate-6-phosphate decarboxylase UlaD,3-keto-L-gulonate-6-phosphate decarboxylase UlaD,"L-ascorbate degradation I (bacterial, anaerobic)"" // ""L-ascorbate degradation II (bacterial, aerobic)","L-ascorbate degradation I (bacterial, anaerobic)",RXN0-705,RXN0-705,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-4328,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7858
ECB_02004,ECB_02004,NA,NA,NA,Replication gene A protein,NA,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2212,NA
ECB_02424,trmJ,trmJ,b2532,ECK2529,tRNA Cm32/Um32 methyltransferase,tRNA Cm32/Um32 methyltransferase,NA,NA,RXN-11866 // RXN-11867,RXN-11867 // RXN-11866,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-2638,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7327
ECB_02832,ECB_02832,NA,NA,NA,type II secretion protein GspJ,NA,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3057,NA
ECB_03231,php,php,b3379,ECK3366,predicted hydrolase,putative hydrolase,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3465,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7731
ECB_01029,insE-1,insE-2,b0373,ECK0298,IS3 element protein InsE,IS3 element protein InsE,NA,NA,NA,NA,HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-1229,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6224
ECB_03646,ilvG,ilvG,b4488,ECK3760,acetolactate synthase 2 catalytic subunit,"acetolactate synthase II subunit IlvG, N-terminal fragment (pseudogene)"" // ""acetolactate synthase II subunit IlvM","superpathway of leucine, valine, and isoleucine biosynthesis"" // ""valine biosynthesis","superpathway of L-threonine metabolism"" // ""L-isoleucine biosynthesis I (from threonine)"" // ""superpathway of branched chain amino acid biosynthesis"" // ""L-valine biosynthesis",ACETOLACTSYN-RXN,"2-aceto-2-hydroxy-butyrate synthase"" // ACETOLACTSYN-RXN
""slyB",HTTPS://biocyc.org/gene?orgid=ECOL413997&id=GCQD-3886,HTTPS://biocyc.org/gene?orgid=ECOLI&id=G8221
